Function,Algorithm,Iteration,ExplorationRatio
F1,NWOA,0,0.04
F1,NWOA,1,0.2733333333333333
F1,NWOA,2,0.3333333333333333
F1,NWOA,3,0.34
F1,NWOA,4,0.5199999999999999
F1,NWOA,5,0.3666666666666667
F1,NWOA,6,0.4666666666666666
F1,NWOA,7,0.5666666666666667
F1,NWOA,8,0.38666666666666666
F1,NWOA,9,0.4533333333333333
F1,NWOA,10,0.3866666666666667
F1,NWOA,11,0.49333333333333335
F1,NWOA,12,0.38666666666666666
F1,NWOA,13,0.6333333333333334
F1,NWOA,14,0.29333333333333333
F1,NWOA,15,0.5
F1,NWOA,16,0.5133333333333333
F1,NWOA,17,0.5266666666666666
F1,NWOA,18,0.5733333333333334
F1,NWOA,19,0.31333333333333335
F1,NWOA,20,0.3533333333333333
F1,NWOA,21,0.6533333333333333
F1,NWOA,22,0.3466666666666667
F1,NWOA,23,0.5
F1,NWOA,24,0.42666666666666664
F1,NWOA,25,0.5933333333333334
F1,NWOA,26,0.52
F1,NWOA,27,0.6066666666666667
F1,NWOA,28,0.44666666666666666
F1,NWOA,29,0.44666666666666666
F1,NWOA,30,0.4600000000000001
F1,NWOA,31,0.3866666666666667
F1,NWOA,32,0.47333333333333333
F1,NWOA,33,0.5133333333333333
F1,NWOA,34,0.4666666666666666
F1,NWOA,35,0.36
F1,NWOA,36,0.4
F1,NWOA,37,0.5533333333333333
F1,NWOA,38,0.4
F1,NWOA,39,0.48
F1,NWOA,40,0.5599999999999999
F1,NWOA,41,0.5866666666666667
F1,NWOA,42,0.6733333333333332
F1,NWOA,43,0.5733333333333334
F1,NWOA,44,0.4133333333333333
F1,NWOA,45,0.4333333333333333
F1,NWOA,46,0.36
F1,NWOA,47,0.4533333333333333
F1,NWOA,48,0.37999999999999995
F1,NWOA,49,0.6599999999999999
F1,NWOA,50,0.39333333333333326
F1,NWOA,51,0.42000000000000004
F1,NWOA,52,0.5133333333333334
F1,NWOA,53,0.38
F1,NWOA,54,0.47333333333333333
F1,NWOA,55,0.5
F1,NWOA,56,0.3933333333333333
F1,NWOA,57,0.5333333333333333
F1,NWOA,58,0.58
F1,NWOA,59,0.42000000000000004
F1,NWOA,60,0.48
F1,NWOA,61,0.54
F1,NWOA,62,0.44666666666666666
F1,NWOA,63,0.5799999999999998
F1,NWOA,64,0.4133333333333333
F1,NWOA,65,0.5133333333333333
F1,NWOA,66,0.32666666666666666
F1,NWOA,67,0.4333333333333334
F1,NWOA,68,0.62
F1,NWOA,69,0.2333333333333333
F1,NWOA,70,0.4066666666666666
F1,NWOA,71,0.37333333333333335
F1,NWOA,72,0.13999999999999999
F1,NWOA,73,0.16
F1,NWOA,74,0.0
F1,NWOA,75,0.0
F1,NWOA,76,0.0
F1,NWOA,77,0.0
F1,NWOA,78,0.0
F1,NWOA,79,0.0
F1,NWOA,80,0.0
F1,NWOA,81,0.006666666666666666
F1,NWOA,82,0.0
F1,NWOA,83,0.0
F1,NWOA,84,0.04666666666666667
F1,NWOA,85,0.06666666666666667
F1,NWOA,86,0.0
F1,NWOA,87,0.02
F1,NWOA,88,0.0
F1,NWOA,89,0.0
F1,NWOA,90,0.006666666666666666
F1,NWOA,91,0.0
F1,NWOA,92,0.0
F1,NWOA,93,0.0
F1,NWOA,94,0.006666666666666666
F1,NWOA,95,0.013333333333333332
F1,NWOA,96,0.0
F1,NWOA,97,0.0
F1,NWOA,98,0.0
F1,NWOA,99,0.013333333333333332
F1,NWOA,100,0.0
F1,NWOA,101,0.0
F1,NWOA,102,0.006666666666666666
F1,NWOA,103,0.0
F1,NWOA,104,0.0
F1,NWOA,105,0.02
F1,NWOA,106,0.07333333333333333
F1,NWOA,107,0.0
F1,NWOA,108,0.0
F1,NWOA,109,0.17333333333333334
F1,NWOA,110,0.0
F1,NWOA,111,0.006666666666666666
F1,NWOA,112,0.0
F1,NWOA,113,0.0
F1,NWOA,114,0.006666666666666666
F1,NWOA,115,0.0
F1,NWOA,116,0.013333333333333332
F1,NWOA,117,0.013333333333333332
F1,NWOA,118,0.0
F1,NWOA,119,0.0
F1,NWOA,120,0.0
F1,NWOA,121,0.0
F1,NWOA,122,0.0
F1,NWOA,123,0.0
F1,NWOA,124,0.0
F1,NWOA,125,0.0
F1,NWOA,126,0.0
F1,NWOA,127,0.006666666666666666
F1,NWOA,128,0.0
F1,NWOA,129,0.013333333333333332
F1,NWOA,130,0.0
F1,NWOA,131,0.0
F1,NWOA,132,0.013333333333333332
F1,NWOA,133,0.0
F1,NWOA,134,0.0
F1,NWOA,135,0.0
F1,NWOA,136,0.0
F1,NWOA,137,0.0
F1,NWOA,138,0.0
F1,NWOA,139,0.0
F1,NWOA,140,0.0
F1,NWOA,141,0.0
F1,NWOA,142,0.006666666666666666
F1,NWOA,143,0.0
F1,NWOA,144,0.0
F1,NWOA,145,0.0
F1,NWOA,146,0.0
F1,NWOA,147,0.0
F1,NWOA,148,0.013333333333333332
F1,NWOA,149,0.006666666666666666
F1,NWOA-NM,0,0.039999999999999994
F1,NWOA-NM,1,0.4
F1,NWOA-NM,2,0.3733333333333333
F1,NWOA-NM,3,0.4666666666666667
F1,NWOA-NM,4,0.22666666666666666
F1,NWOA-NM,5,0.38
F1,NWOA-NM,6,0.5933333333333333
F1,NWOA-NM,7,0.5066666666666666
F1,NWOA-NM,8,0.52
F1,NWOA-NM,9,0.44666666666666666
F1,NWOA-NM,10,0.4600000000000001
F1,NWOA-NM,11,0.4333333333333334
F1,NWOA-NM,12,0.3933333333333333
F1,NWOA-NM,13,0.6533333333333334
F1,NWOA-NM,14,0.4133333333333334
F1,NWOA-NM,15,0.44666666666666666
F1,NWOA-NM,16,0.5666666666666667
F1,NWOA-NM,17,0.2733333333333333
F1,NWOA-NM,18,0.44000000000000006
F1,NWOA-NM,19,0.4066666666666666
F1,NWOA-NM,20,0.56
F1,NWOA-NM,21,0.49333333333333335
F1,NWOA-NM,22,0.28
F1,NWOA-NM,23,0.2866666666666667
F1,NWOA-NM,24,0.13333333333333336
F1,NWOA-NM,25,0.34666666666666673
F1,NWOA-NM,26,0.15333333333333332
F1,NWOA-NM,27,0.06
F1,NWOA-NM,28,0.35333333333333333
F1,NWOA-NM,29,0.5133333333333334
F1,NWOA-NM,30,0.5666666666666667
F1,NWOA-NM,31,0.2733333333333333
F1,NWOA-NM,32,0.39333333333333337
F1,NWOA-NM,33,0.19333333333333333
F1,NWOA-NM,34,0.15999999999999998
F1,NWOA-NM,35,0.11333333333333333
F1,NWOA-NM,36,0.56
F1,NWOA-NM,37,0.24666666666666665
F1,NWOA-NM,38,0.5066666666666666
F1,NWOA-NM,39,0.42666666666666664
F1,NWOA-NM,40,0.24
F1,NWOA-NM,41,0.21333333333333332
F1,NWOA-NM,42,0.14666666666666667
F1,NWOA-NM,43,0.2
F1,NWOA-NM,44,0.49333333333333335
F1,NWOA-NM,45,0.4133333333333333
F1,NWOA-NM,46,0.3866666666666667
F1,NWOA-NM,47,0.07999999999999999
F1,NWOA-NM,48,0.2733333333333333
F1,NWOA-NM,49,0.6533333333333333
F1,NWOA-NM,50,0.05333333333333333
F1,NWOA-NM,51,0.07333333333333333
F1,NWOA-NM,52,0.16666666666666666
F1,NWOA-NM,53,0.19333333333333333
F1,NWOA-NM,54,0.32666666666666666
F1,NWOA-NM,55,0.0
F1,NWOA-NM,56,0.44666666666666666
F1,NWOA-NM,57,0.32
F1,NWOA-NM,58,0.02
F1,NWOA-NM,59,0.43999999999999995
F1,NWOA-NM,60,0.03333333333333333
F1,NWOA-NM,61,0.13333333333333333
F1,NWOA-NM,62,0.02
F1,NWOA-NM,63,0.013333333333333332
F1,NWOA-NM,64,0.02
F1,NWOA-NM,65,0.27999999999999997
F1,NWOA-NM,66,0.2066666666666667
F1,NWOA-NM,67,0.18666666666666668
F1,NWOA-NM,68,0.18
F1,NWOA-NM,69,0.4133333333333333
F1,NWOA-NM,70,0.47333333333333333
F1,NWOA-NM,71,0.19333333333333333
F1,NWOA-NM,72,0.15333333333333332
F1,NWOA-NM,73,0.31333333333333335
F1,NWOA-NM,74,0.013333333333333332
F1,NWOA-NM,75,0.013333333333333332
F1,NWOA-NM,76,0.013333333333333332
F1,NWOA-NM,77,0.006666666666666666
F1,NWOA-NM,78,0.14666666666666667
F1,NWOA-NM,79,0.41999999999999993
F1,NWOA-NM,80,0.013333333333333332
F1,NWOA-NM,81,0.02
F1,NWOA-NM,82,0.14666666666666667
F1,NWOA-NM,83,0.02
F1,NWOA-NM,84,0.02
F1,NWOA-NM,85,0.02
F1,NWOA-NM,86,0.1733333333333333
F1,NWOA-NM,87,0.0
F1,NWOA-NM,88,0.10666666666666666
F1,NWOA-NM,89,0.5133333333333333
F1,NWOA-NM,90,0.0
F1,NWOA-NM,91,0.06666666666666667
F1,NWOA-NM,92,0.16
F1,NWOA-NM,93,0.13333333333333333
F1,NWOA-NM,94,0.18666666666666668
F1,NWOA-NM,95,0.13999999999999999
F1,NWOA-NM,96,0.006666666666666666
F1,NWOA-NM,97,0.0
F1,NWOA-NM,98,0.013333333333333332
F1,NWOA-NM,99,0.6866666666666668
F1,NWOA-NM,100,0.013333333333333332
F1,NWOA-NM,101,0.013333333333333332
F1,NWOA-NM,102,0.006666666666666666
F1,NWOA-NM,103,0.02
F1,NWOA-NM,104,0.02
F1,NWOA-NM,105,0.2
F1,NWOA-NM,106,0.19333333333333333
F1,NWOA-NM,107,0.006666666666666666
F1,NWOA-NM,108,0.013333333333333332
F1,NWOA-NM,109,0.7
F1,NWOA-NM,110,0.16666666666666669
F1,NWOA-NM,111,0.12
F1,NWOA-NM,112,0.15333333333333332
F1,NWOA-NM,113,0.07999999999999999
F1,NWOA-NM,114,0.006666666666666666
F1,NWOA-NM,115,0.006666666666666666
F1,NWOA-NM,116,0.13999999999999999
F1,NWOA-NM,117,0.2
F1,NWOA-NM,118,0.04666666666666667
F1,NWOA-NM,119,0.5466666666666666
F1,NWOA-NM,120,0.013333333333333332
F1,NWOA-NM,121,0.0
F1,NWOA-NM,122,0.13333333333333333
F1,NWOA-NM,123,0.16
F1,NWOA-NM,124,0.006666666666666666
F1,NWOA-NM,125,0.006666666666666666
F1,NWOA-NM,126,0.02
F1,NWOA-NM,127,0.18666666666666668
F1,NWOA-NM,128,0.17333333333333334
F1,NWOA-NM,129,0.7
F1,NWOA-NM,130,0.0
F1,NWOA-NM,131,0.13333333333333333
F1,NWOA-NM,132,0.013333333333333332
F1,NWOA-NM,133,0.013333333333333332
F1,NWOA-NM,134,0.006666666666666666
F1,NWOA-NM,135,0.013333333333333332
F1,NWOA-NM,136,0.0
F1,NWOA-NM,137,0.02
F1,NWOA-NM,138,0.013333333333333332
F1,NWOA-NM,139,0.4733333333333333
F1,NWOA-NM,140,0.006666666666666666
F1,NWOA-NM,141,0.12
F1,NWOA-NM,142,0.006666666666666666
F1,NWOA-NM,143,0.013333333333333332
F1,NWOA-NM,144,0.006666666666666666
F1,NWOA-NM,145,0.0
F1,NWOA-NM,146,0.006666666666666666
F1,NWOA-NM,147,0.006666666666666666
F1,NWOA-NM,148,0.013333333333333332
F1,NWOA-NM,149,0.6066666666666667
F1,NWOA-HC,0,0.039999999999999994
F1,NWOA-HC,1,0.4
F1,NWOA-HC,2,0.3733333333333333
F1,NWOA-HC,3,0.4666666666666667
F1,NWOA-HC,4,0.22666666666666666
F1,NWOA-HC,5,0.38
F1,NWOA-HC,6,0.5933333333333333
F1,NWOA-HC,7,0.5066666666666666
F1,NWOA-HC,8,0.52
F1,NWOA-HC,9,0.9200000000000002
F1,NWOA-HC,10,0.15333333333333332
F1,NWOA-HC,11,0.32666666666666666
F1,NWOA-HC,12,0.4533333333333333
F1,NWOA-HC,13,0.24000000000000005
F1,NWOA-HC,14,0.30666666666666664
F1,NWOA-HC,15,0.4
F1,NWOA-HC,16,0.6066666666666667
F1,NWOA-HC,17,0.2
F1,NWOA-HC,18,0.16
F1,NWOA-HC,19,0.8333333333333334
F1,NWOA-HC,20,0.15333333333333332
F1,NWOA-HC,21,0.07333333333333333
F1,NWOA-HC,22,0.09333333333333334
F1,NWOA-HC,23,0.006666666666666666
F1,NWOA-HC,24,0.006666666666666666
F1,NWOA-HC,25,0.18666666666666668
F1,NWOA-HC,26,0.026666666666666665
F1,NWOA-HC,27,0.30666666666666664
F1,NWOA-HC,28,0.013333333333333332
F1,NWOA-HC,29,0.76
F1,NWOA-HC,30,0.13999999999999999
F1,NWOA-HC,31,0.16
F1,NWOA-HC,32,0.07333333333333333
F1,NWOA-HC,33,0.006666666666666666
F1,NWOA-HC,34,0.006666666666666666
F1,NWOA-HC,35,0.16666666666666669
F1,NWOA-HC,36,0.0
F1,NWOA-HC,37,0.18
F1,NWOA-HC,38,0.13333333333333333
F1,NWOA-HC,39,0.66
F1,NWOA-HC,40,0.006666666666666666
F1,NWOA-HC,41,0.0
F1,NWOA-HC,42,0.0
F1,NWOA-HC,43,0.10666666666666666
F1,NWOA-HC,44,0.02
F1,NWOA-HC,45,0.006666666666666666
F1,NWOA-HC,46,0.006666666666666666
F1,NWOA-HC,47,0.013333333333333332
F1,NWOA-HC,48,0.0
F1,NWOA-HC,49,0.7733333333333333
F1,NWOA-HC,50,0.013333333333333332
F1,NWOA-HC,51,0.14666666666666667
F1,NWOA-HC,52,0.03333333333333333
F1,NWOA-HC,53,0.12
F1,NWOA-HC,54,0.15333333333333332
F1,NWOA-HC,55,0.19333333333333333
F1,NWOA-HC,56,0.0
F1,NWOA-HC,57,0.09333333333333334
F1,NWOA-HC,58,0.14666666666666667
F1,NWOA-HC,59,0.6066666666666667
F1,NWOA-HC,60,0.05333333333333333
F1,NWOA-HC,61,0.006666666666666666
F1,NWOA-HC,62,0.0
F1,NWOA-HC,63,0.0
F1,NWOA-HC,64,0.1
F1,NWOA-HC,65,0.0
F1,NWOA-HC,66,0.006666666666666666
F1,NWOA-HC,67,0.0
F1,NWOA-HC,68,0.013333333333333332
F1,NWOA-HC,69,0.7666666666666666
F1,NWOA-HC,70,0.006666666666666666
F1,NWOA-HC,71,0.16666666666666669
F1,NWOA-HC,72,0.0
F1,NWOA-HC,73,0.0
F1,NWOA-HC,74,0.0
F1,NWOA-HC,75,0.0
F1,NWOA-HC,76,0.0
F1,NWOA-HC,77,0.05333333333333333
F1,NWOA-HC,78,0.006666666666666666
F1,NWOA-HC,79,0.6733333333333335
F1,NWOA-HC,80,0.0
F1,NWOA-HC,81,0.0
F1,NWOA-HC,82,0.006666666666666666
F1,NWOA-HC,83,0.006666666666666666
F1,NWOA-HC,84,0.0
F1,NWOA-HC,85,0.006666666666666666
F1,NWOA-HC,86,0.006666666666666666
F1,NWOA-HC,87,0.0
F1,NWOA-HC,88,0.13333333333333333
F1,NWOA-HC,89,0.49333333333333335
F1,NWOA-HC,90,0.006666666666666666
F1,NWOA-HC,91,0.04
F1,NWOA-HC,92,0.15333333333333332
F1,NWOA-HC,93,0.0
F1,NWOA-HC,94,0.0
F1,NWOA-HC,95,0.006666666666666666
F1,NWOA-HC,96,0.0
F1,NWOA-HC,97,0.0
F1,NWOA-HC,98,0.0
F1,NWOA-HC,99,0.6066666666666667
F1,NWOA-HC,100,0.0
F1,NWOA-HC,101,0.006666666666666666
F1,NWOA-HC,102,0.0
F1,NWOA-HC,103,0.0
F1,NWOA-HC,104,0.0
F1,NWOA-HC,105,0.0
F1,NWOA-HC,106,0.0
F1,NWOA-HC,107,0.0
F1,NWOA-HC,108,0.006666666666666666
F1,NWOA-HC,109,0.4133333333333334
F1,NWOA-HC,110,0.0
F1,NWOA-HC,111,0.006666666666666666
F1,NWOA-HC,112,0.0
F1,NWOA-HC,113,0.013333333333333332
F1,NWOA-HC,114,0.0
F1,NWOA-HC,115,0.06
F1,NWOA-HC,116,0.0
F1,NWOA-HC,117,0.013333333333333332
F1,NWOA-HC,118,0.0
F1,NWOA-HC,119,0.6133333333333333
F1,NWOA-HC,120,0.12666666666666665
F1,NWOA-HC,121,0.006666666666666666
F1,NWOA-HC,122,0.0
F1,NWOA-HC,123,0.0
F1,NWOA-HC,124,0.0
F1,NWOA-HC,125,0.0
F1,NWOA-HC,126,0.006666666666666666
F1,NWOA-HC,127,0.0
F1,NWOA-HC,128,0.006666666666666666
F1,NWOA-HC,129,0.5399999999999999
F1,NWOA-HC,130,0.0
F1,NWOA-HC,131,0.0
F1,NWOA-HC,132,0.0
F1,NWOA-HC,133,0.0
F1,NWOA-HC,134,0.0
F1,NWOA-HC,135,0.0
F1,NWOA-HC,136,0.0
F1,NWOA-HC,137,0.0
F1,NWOA-HC,138,0.0
F1,NWOA-HC,139,0.5
F1,NWOA-HC,140,0.0
F1,NWOA-HC,141,0.0
F1,NWOA-HC,142,0.0
F1,NWOA-HC,143,0.10666666666666666
F1,NWOA-HC,144,0.0
F1,NWOA-HC,145,0.006666666666666666
F1,NWOA-HC,146,0.0
F1,NWOA-HC,147,0.0
F1,NWOA-HC,148,0.0
F1,NWOA-HC,149,0.5
F1,NWOA-PS,0,0.039999999999999994
F1,NWOA-PS,1,0.4
F1,NWOA-PS,2,0.3733333333333333
F1,NWOA-PS,3,0.4666666666666667
F1,NWOA-PS,4,0.22666666666666666
F1,NWOA-PS,5,0.38
F1,NWOA-PS,6,0.5933333333333333
F1,NWOA-PS,7,0.5066666666666666
F1,NWOA-PS,8,0.52
F1,NWOA-PS,9,0.8800000000000001
F1,NWOA-PS,10,0.11333333333333333
F1,NWOA-PS,11,0.20666666666666664
F1,NWOA-PS,12,0.3333333333333333
F1,NWOA-PS,13,0.18666666666666665
F1,NWOA-PS,14,0.4
F1,NWOA-PS,15,0.42000000000000004
F1,NWOA-PS,16,0.27999999999999997
F1,NWOA-PS,17,0.3666666666666667
F1,NWOA-PS,18,0.06
F1,NWOA-PS,19,0.9333333333333333
F1,NWOA-PS,20,0.12666666666666665
F1,NWOA-PS,21,0.02
F1,NWOA-PS,22,0.02
F1,NWOA-PS,23,0.06666666666666668
F1,NWOA-PS,24,0.16666666666666666
F1,NWOA-PS,25,0.09333333333333334
F1,NWOA-PS,26,0.4133333333333333
F1,NWOA-PS,27,0.17333333333333334
F1,NWOA-PS,28,0.16
F1,NWOA-PS,29,0.5066666666666666
F1,NWOA-PS,30,0.013333333333333332
F1,NWOA-PS,31,0.08
F1,NWOA-PS,32,0.2533333333333333
F1,NWOA-PS,33,0.33333333333333337
F1,NWOA-PS,34,0.11333333333333333
F1,NWOA-PS,35,0.013333333333333332
F1,NWOA-PS,36,0.2
F1,NWOA-PS,37,0.13333333333333333
F1,NWOA-PS,38,0.1
F1,NWOA-PS,39,0.4533333333333333
F1,NWOA-PS,40,0.02
F1,NWOA-PS,41,0.06000000000000001
F1,NWOA-PS,42,0.14666666666666667
F1,NWOA-PS,43,0.2733333333333333
F1,NWOA-PS,44,0.13333333333333333
F1,NWOA-PS,45,0.006666666666666666
F1,NWOA-PS,46,0.3
F1,NWOA-PS,47,0.06666666666666667
F1,NWOA-PS,48,0.2333333333333333
F1,NWOA-PS,49,0.18
F1,NWOA-PS,50,0.006666666666666666
F1,NWOA-PS,51,0.16
F1,NWOA-PS,52,0.15999999999999998
F1,NWOA-PS,53,0.0
F1,NWOA-PS,54,0.013333333333333332
F1,NWOA-PS,55,0.07999999999999999
F1,NWOA-PS,56,0.0
F1,NWOA-PS,57,0.04
F1,NWOA-PS,58,0.08666666666666667
F1,NWOA-PS,59,0.3333333333333333
F1,NWOA-PS,60,0.11333333333333333
F1,NWOA-PS,61,0.02
F1,NWOA-PS,62,0.18666666666666668
F1,NWOA-PS,63,0.1
F1,NWOA-PS,64,0.21999999999999997
F1,NWOA-PS,65,0.0
F1,NWOA-PS,66,0.006666666666666666
F1,NWOA-PS,67,0.12
F1,NWOA-PS,68,0.0
F1,NWOA-PS,69,0.35333333333333333
F1,NWOA-PS,70,0.02
F1,NWOA-PS,71,0.0
F1,NWOA-PS,72,0.006666666666666666
F1,NWOA-PS,73,0.45999999999999996
F1,NWOA-PS,74,0.013333333333333332
F1,NWOA-PS,75,0.013333333333333332
F1,NWOA-PS,76,0.0
F1,NWOA-PS,77,0.18
F1,NWOA-PS,78,0.013333333333333332
F1,NWOA-PS,79,0.006666666666666666
F1,NWOA-PS,80,0.006666666666666666
F1,NWOA-PS,81,0.18
F1,NWOA-PS,82,0.18
F1,NWOA-PS,83,0.05333333333333333
F1,NWOA-PS,84,0.013333333333333332
F1,NWOA-PS,85,0.14666666666666667
F1,NWOA-PS,86,0.006666666666666666
F1,NWOA-PS,87,0.013333333333333332
F1,NWOA-PS,88,0.039999999999999994
F1,NWOA-PS,89,0.04
F1,NWOA-PS,90,0.31333333333333335
F1,NWOA-PS,91,0.0
F1,NWOA-PS,92,0.006666666666666666
F1,NWOA-PS,93,0.06666666666666667
F1,NWOA-PS,94,0.006666666666666666
F1,NWOA-PS,95,0.0
F1,NWOA-PS,96,0.006666666666666666
F1,NWOA-PS,97,0.0
F1,NWOA-PS,98,0.006666666666666666
F1,NWOA-PS,99,0.006666666666666666
F1,NWOA-PS,100,0.06666666666666667
F1,NWOA-PS,101,0.30666666666666664
F1,NWOA-PS,102,0.006666666666666666
F1,NWOA-PS,103,0.0
F1,NWOA-PS,104,0.013333333333333332
F1,NWOA-PS,105,0.0
F1,NWOA-PS,106,0.013333333333333332
F1,NWOA-PS,107,0.026666666666666665
F1,NWOA-PS,108,0.006666666666666666
F1,NWOA-PS,109,0.17333333333333334
F1,NWOA-PS,110,0.0
F1,NWOA-PS,111,0.006666666666666666
F1,NWOA-PS,112,0.0
F1,NWOA-PS,113,0.026666666666666665
F1,NWOA-PS,114,0.006666666666666666
F1,NWOA-PS,115,0.06
F1,NWOA-PS,116,0.18
F1,NWOA-PS,117,0.0
F1,NWOA-PS,118,0.13333333333333333
F1,NWOA-PS,119,0.13333333333333333
F1,NWOA-PS,120,0.0
F1,NWOA-PS,121,0.013333333333333332
F1,NWOA-PS,122,0.0
F1,NWOA-PS,123,0.013333333333333332
F1,NWOA-PS,124,0.24
F1,NWOA-PS,125,0.013333333333333332
F1,NWOA-PS,126,0.006666666666666666
F1,NWOA-PS,127,0.0
F1,NWOA-PS,128,0.006666666666666666
F1,NWOA-PS,129,0.013333333333333332
F1,NWOA-PS,130,0.006666666666666666
F1,NWOA-PS,131,0.19333333333333333
F1,NWOA-PS,132,0.006666666666666666
F1,NWOA-PS,133,0.0
F1,NWOA-PS,134,0.16666666666666669
F1,NWOA-PS,135,0.006666666666666666
F1,NWOA-PS,136,0.006666666666666666
F1,NWOA-PS,137,0.013333333333333332
F1,NWOA-PS,138,0.013333333333333332
F1,NWOA-PS,139,0.006666666666666666
F1,NWOA-PS,140,0.006666666666666666
F1,NWOA-PS,141,0.18
F1,NWOA-PS,142,0.0
F1,NWOA-PS,143,0.0
F1,NWOA-PS,144,0.0
F1,NWOA-PS,145,0.006666666666666666
F1,NWOA-PS,146,0.0
F1,NWOA-PS,147,0.15333333333333335
F1,NWOA-PS,148,0.013333333333333332
F1,NWOA-PS,149,0.17333333333333334
F1,NWOA-SA,0,0.039999999999999994
F1,NWOA-SA,1,0.4
F1,NWOA-SA,2,0.3733333333333333
F1,NWOA-SA,3,0.4666666666666667
F1,NWOA-SA,4,0.22666666666666666
F1,NWOA-SA,5,0.38
F1,NWOA-SA,6,0.5933333333333333
F1,NWOA-SA,7,0.5066666666666666
F1,NWOA-SA,8,0.52
F1,NWOA-SA,9,0.9400000000000001
F1,NWOA-SA,10,0.12666666666666665
F1,NWOA-SA,11,0.4
F1,NWOA-SA,12,0.2733333333333333
F1,NWOA-SA,13,0.22666666666666666
F1,NWOA-SA,14,0.3266666666666667
F1,NWOA-SA,15,0.4133333333333334
F1,NWOA-SA,16,0.35333333333333333
F1,NWOA-SA,17,0.25333333333333335
F1,NWOA-SA,18,0.09333333333333332
F1,NWOA-SA,19,0.9
F1,NWOA-SA,20,0.12666666666666665
F1,NWOA-SA,21,0.16
F1,NWOA-SA,22,0.2866666666666667
F1,NWOA-SA,23,0.26666666666666666
F1,NWOA-SA,24,0.04666666666666667
F1,NWOA-SA,25,0.2733333333333333
F1,NWOA-SA,26,0.13333333333333333
F1,NWOA-SA,27,0.13333333333333333
F1,NWOA-SA,28,0.13999999999999999
